Regional SAM Balances IO Detail Accounts ,,,,
InstitutionPayments,TypeCodesAll.Description,InstitutionReceipts,TypeCodesAll_1.Description,Value
417,Newspaper publishers,518,Postal service,0.014490579406689297
417,Newspaper publishers,5001,Employee Compensation,0.44050866365432739
417,Newspaper publishers,6001,Proprietor Income,0.021106032654643059
417,Newspaper publishers,7001,Other Property Type Income,0.33775648474693298
417,Newspaper publishers,8001,Tax on Production and Imports,0.014510336332023144
417,Newspaper publishers,11001,Federal Government NonDefense,1.1213827799160889E-06
417,Newspaper publishers,12001,State/Local Govt NonEducation,0.00466417922181554
417,Newspaper publishers,14002,Inventory Additions/Deletions,9.1456818843105141E-06
417,Newspaper publishers,25001,Foreign Trade,0.043369656845773596
417,Newspaper publishers,28001,Domestic Trade,0.59075627641990525
418,Periodical publishers,5001,Employee Compensation,0
418,Periodical publishers,6001,Proprietor Income,0
418,Periodical publishers,7001,Other Property Type Income,0
418,Periodical publishers,8001,Tax on Production and Imports,0
419,Book publishers,5001,Employee Compensation,0
419,Book publishers,6001,Proprietor Income,0
419,Book publishers,7001,Other Property Type Income,0
419,Book publishers,8001,Tax on Production and Imports,0
420,"Directory, mailing list, and other publishers",5001,Employee Compensation,0
420,"Directory, mailing list, and other publishers",6001,Proprietor Income,0
420,"Directory, mailing list, and other publishers",7001,Other Property Type Income,0
420,"Directory, mailing list, and other publishers",8001,Tax on Production and Imports,0
421,Greeting card publishing,5001,Employee Compensation,0
421,Greeting card publishing,6001,Proprietor Income,0
421,Greeting card publishing,7001,Other Property Type Income,0
421,Greeting card publishing,8001,Tax on Production and Imports,0
422,Software publishers,5001,Employee Compensation,0
422,Software publishers,6001,Proprietor Income,0
422,Software publishers,7001,Other Property Type Income,0
422,Software publishers,8001,Tax on Production and Imports,0
423,Motion picture and video industries,5001,Employee Compensation,0
423,Motion picture and video industries,6001,Proprietor Income,0
423,Motion picture and video industries,7001,Other Property Type Income,0
423,Motion picture and video industries,8001,Tax on Production and Imports,0
424,Sound recording industries,5001,Employee Compensation,0
424,Sound recording industries,6001,Proprietor Income,0
424,Sound recording industries,7001,Other Property Type Income,0
424,Sound recording industries,8001,Tax on Production and Imports,0
425,Radio and television broadcasting,20,Extraction of natural gas and crude petroleum,0.00012086757346882384
425,Radio and television broadcasting,50,Natural gas distribution,0.00073898417146858048
425,Radio and television broadcasting,62,Maintenance and repair construction of nonresidential structures,0.0035463785577667661
425,Radio and television broadcasting,134,Sawmills,0.0001140049495620488
425,Radio and television broadcasting,138,Reconstituted wood product manufacturing,0.00097907271483874819
425,Radio and television broadcasting,145,All other miscellaneous wood product manufacturing,0.00025595225857188639
425,Radio and television broadcasting,154,Printing,0.014171913539790526
425,Radio and television broadcasting,180,Polish and other sanitation good manufacturing,7.0797516988020007E-08
425,Radio and television broadcasting,195,Other plastics product manufacturing,1.3256546840897959E-07
425,Radio and television broadcasting,206,Ready-mix concrete manufacturing,4.8271089116673363E-07
425,Radio and television broadcasting,236,Handtool manufacturing,9.8835194859549117E-09
425,Radio and television broadcasting,261,Other fabricated metal manufacturing,1.4120378472841507E-06
425,Radio and television broadcasting,356,Other motor vehicle parts manufacturing,8.0265602056172496E-10
425,Radio and television broadcasting,385,Sporting and athletic goods manufacturing,1.2112550192237786E-09
425,Radio and television broadcasting,395,Wholesale trade,0.00072818913054502332
425,Radio and television broadcasting,411,Truck transportation,0.00010576060496846236
425,Radio and television broadcasting,412,Transit and ground passenger transportation,0.0008071652894199588
425,Radio and television broadcasting,414,Scenic and sightseeing transportation and support activities for transportation,6.5412394788179513E-05
425,Radio and television broadcasting,416,Warehousing and storage,0.00020508595005710312
425,Radio and television broadcasting,417,Newspaper publishers,0.044396896508001049
425,Radio and television broadcasting,425,Radio and television broadcasting,0.26971744233645012
425,Radio and television broadcasting,427,Wired telecommunications carriers,0.0059649950875306779
425,Radio and television broadcasting,432,Internet publishing and broadcasting and web search portals,0.0069090621865730562
425,Radio and television broadcasting,433,Monetary authorities and depository credit intermediation,0.0011023683322650135
425,Radio and television broadcasting,434,Nondepository credit intermediation and related activities,0.00081852220998997194
425,Radio and television broadcasting,437,Insurance carriers,9.1128468595364116E-05
425,Radio and television broadcasting,438,"Insurance agencies, brokerages, and related activities",0.000613574266520589
425,Radio and television broadcasting,440,Real estate,0.02209630282620112
425,Radio and television broadcasting,443,General and consumer goods rental except video tapes and discs,0.0011268995321668529
425,Radio and television broadcasting,445,Commercial and industrial machinery and equipment rental and leasing,0.050549105662254235
425,Radio and television broadcasting,446,Lessors of nonfinancial intangible assets,0.041898563069153738
425,Radio and television broadcasting,447,Legal services,0.0043472261316826466
425,Radio and television broadcasting,448,"Accounting, tax preparation, bookkeeping, and payroll services",0.010718426049539653
425,Radio and television broadcasting,449,"Architectural, engineering, and related services",0.00022833288169010237
425,Radio and television broadcasting,451,Custom computer programming services,7.0117357593271258E-06
425,Radio and television broadcasting,452,Computer systems design services,1.2546401873346881E-05
425,Radio and television broadcasting,454,Management consulting services,0.0069287586221797315
425,Radio and television broadcasting,456,Scientific research and development services,2.4939514727761146E-05
425,Radio and television broadcasting,457,"Advertising, public relations, and related services",0.1373467172305709
425,Radio and television broadcasting,462,Office administrative services,0.0012424489480292872
425,Radio and television broadcasting,464,Employment services,0.0049159805977655457
425,Radio and television broadcasting,465,Business support services,0.00088336880345960683
425,Radio and television broadcasting,467,Investigation and security services,0.00084739629525387022
425,Radio and television broadcasting,468,Services to buildings,0.0010851942194262804
425,Radio and television broadcasting,469,Landscape and horticultural services,0.00025676258634603835
425,Radio and television broadcasting,471,Waste management and remediation services,0.00082726256676258353
425,Radio and television broadcasting,488,Performing arts companies,5.9156765813822283E-06
425,Radio and television broadcasting,492,"Independent artists, writers, and performers",0.0016195016850772959
425,Radio and television broadcasting,496,Other amusement and recreation industries,0.00012034405669172042
425,Radio and television broadcasting,497,Fitness and recreational sports centers,7.646375740844296E-05
425,Radio and television broadcasting,499,"Hotels and motels, including casino hotels",0.00044761705286078604
425,Radio and television broadcasting,500,Other accommodations,2.7980846994577705E-06
425,Radio and television broadcasting,501,Full-service restaurants,0.0010673664038982761
425,Radio and television broadcasting,502,Limited-service restaurants,0.00060180646957005285
425,Radio and television broadcasting,503,All other food and drinking places,0.00014065674641951416
425,Radio and television broadcasting,504,"Automotive repair and maintenance, except car washes",0.0015134619688880052
425,Radio and television broadcasting,505,Car washes,7.5719138421348302E-05
425,Radio and television broadcasting,506,Electronic and precision equipment repair and maintenance,0.00021676647280219862
425,Radio and television broadcasting,507,Commercial and industrial machinery and equipment repair and maintenance,0.00087277699431349831
425,Radio and television broadcasting,508,Personal and household goods repair and maintenance,0.0012318264909024629
425,Radio and television broadcasting,515,Business and professional associations,0.00056698981942993054
425,Radio and television broadcasting,516,Labor and civic organizations,0.00015290330472561044
425,Radio and television broadcasting,5001,Employee Compensation,0.39728674292564392
425,Radio and television broadcasting,6001,Proprietor Income,0.040647260844707489
425,Radio and television broadcasting,7001,Other Property Type Income,-0.1474565714597702
425,Radio and television broadcasting,8001,Tax on Production and Imports,0.045688886195421219
425,Radio and television broadcasting,11001,Federal Government NonDefense,6.5729142667671197E-06
425,Radio and television broadcasting,11002,Federal Government Defense,4.8540203373729294E-10
425,Radio and television broadcasting,11003,Federal Government Investment,6.8974725687536285E-09
425,Radio and television broadcasting,12001,State/Local Govt NonEducation,0.00070656050613420102
425,Radio and television broadcasting,14001,Capital,7.8647786553304389E-05
425,Radio and television broadcasting,14002,Inventory Additions/Deletions,1.7516767806055024E-08
425,Radio and television broadcasting,25001,Foreign Trade,0.036581117478542237
425,Radio and television broadcasting,28001,Domestic Trade,1.0579843899105426
426,Cable and other subscription programming,5001,Employee Compensation,0
426,Cable and other subscription programming,6001,Proprietor Income,0
426,Cable and other subscription programming,7001,Other Property Type Income,0
426,Cable and other subscription programming,8001,Tax on Production and Imports,0
427,Wired telecommunications carriers,20,Extraction of natural gas and crude petroleum,9.2075066177216974E-05
427,Wired telecommunications carriers,50,Natural gas distribution,0.00054652815771527585
427,Wired telecommunications carriers,62,Maintenance and repair construction of nonresidential structures,0.020484386993123493
427,Wired telecommunications carriers,134,Sawmills,0.00012001878377988079
427,Wired telecommunications carriers,138,Reconstituted wood product manufacturing,0.0003349652095490166
427,Wired telecommunications carriers,145,All other miscellaneous wood product manufacturing,7.8162033031172959E-05
427,Wired telecommunications carriers,154,Printing,0.0031292219782022013
427,Wired telecommunications carriers,180,Polish and other sanitation good manufacturing,5.6439141225883614E-07
427,Wired telecommunications carriers,195,Other plastics product manufacturing,7.2708450747493037E-06
427,Wired telecommunications carriers,206,Ready-mix concrete manufacturing,4.9623686683993029E-05
427,Wired telecommunications carriers,236,Handtool manufacturing,3.0013359087471819E-07
427,Wired telecommunications carriers,261,Other fabricated metal manufacturing,5.7596421741284293E-05
427,Wired telecommunications carriers,278,Industrial mold manufacturing,3.8938042039884891E-06
427,Wired telecommunications carriers,282,Rolling mill and other metalworking machinery manufacturing,1.2903268552212838E-06
427,Wired telecommunications carriers,346,Motor vehicle body manufacturing,1.9823826889541332E-09
427,Wired telecommunications carriers,356,Other motor vehicle parts manufacturing,4.2656048999439779E-06
427,Wired telecommunications carriers,378,Blind and shade manufacturing,6.7175545264142655E-08
427,Wired telecommunications carriers,385,Sporting and athletic goods manufacturing,6.4133494742234326E-08
427,Wired telecommunications carriers,395,Wholesale trade,0.018250129003889004
427,Wired telecommunications carriers,396,Retail - Motor vehicle and parts dealers,0.00028625216697899386
427,Wired telecommunications carriers,397,Retail - Furniture and home furnishings stores,2.8730767015063908E-06
427,Wired telecommunications carriers,398,Retail - Electronics and appliance stores,5.8799854838056465E-07
427,Wired telecommunications carriers,399,Retail - Building material and garden equipment and supplies stores,1.6322307171685261E-05
427,Wired telecommunications carriers,401,Retail - Health and personal care stores,3.3499299028963252E-05
427,Wired telecommunications carriers,402,Retail - Gasoline stores,2.7677775569944461E-05
427,Wired telecommunications carriers,403,Retail - Clothing and clothing accessories stores,1.4937765936174751E-05
427,Wired telecommunications carriers,404,"Retail - Sporting goods, hobby, musical instrument and book stores",5.8034968311154993E-06
427,Wired telecommunications carriers,405,Retail - General merchandise stores,9.4090965671332627E-05
427,Wired telecommunications carriers,406,Retail - Miscellaneous store retailers,2.6775191145001452E-05
427,Wired telecommunications carriers,407,Retail - Nonstore retailers,9.5750596686608458E-05
427,Wired telecommunications carriers,411,Truck transportation,0.00085244574427939535
427,Wired telecommunications carriers,412,Transit and ground passenger transportation,0.0016824526695317088
427,Wired telecommunications carriers,413,Pipeline transportation,6.5890803088658543E-07
427,Wired telecommunications carriers,414,Scenic and sightseeing transportation and support activities for transportation,0.00086586335337823783
427,Wired telecommunications carriers,415,Couriers and messengers,4.9836638780010808E-05
427,Wired telecommunications carriers,416,Warehousing and storage,0.00020324115805180759
427,Wired telecommunications carriers,417,Newspaper publishers,0.0096938296640736166
427,Wired telecommunications carriers,425,Radio and television broadcasting,0.017209450350733846
427,Wired telecommunications carriers,427,Wired telecommunications carriers,0.11605556049454435
427,Wired telecommunications carriers,432,Internet publishing and broadcasting and web search portals,0.0017942197623424527
427,Wired telecommunications carriers,433,Monetary authorities and depository credit intermediation,0.0098910135023893009
427,Wired telecommunications carriers,434,Nondepository credit intermediation and related activities,0.00055268664669791412
427,Wired telecommunications carriers,437,Insurance carriers,7.652454097419395E-05
427,Wired telecommunications carriers,438,"Insurance agencies, brokerages, and related activities",3.0764686840450799E-05
427,Wired telecommunications carriers,440,Real estate,0.018868820393278973
427,Wired telecommunications carriers,443,General and consumer goods rental except video tapes and discs,0.0014084585440419795
427,Wired telecommunications carriers,445,Commercial and industrial machinery and equipment rental and leasing,0.0024583802097674079
427,Wired telecommunications carriers,446,Lessors of nonfinancial intangible assets,0.008860677042193954
427,Wired telecommunications carriers,447,Legal services,0.013459077166050548
427,Wired telecommunications carriers,448,"Accounting, tax preparation, bookkeeping, and payroll services",0.037608487171383764
427,Wired telecommunications carriers,449,"Architectural, engineering, and related services",0.021927961118676009
427,Wired telecommunications carriers,451,Custom computer programming services,2.4258278713074413E-05
427,Wired telecommunications carriers,452,Computer systems design services,4.3406387157983797E-05
427,Wired telecommunications carriers,454,Management consulting services,0.0197125434585117
427,Wired telecommunications carriers,456,Scientific research and development services,0.00026259875281550021
427,Wired telecommunications carriers,457,"Advertising, public relations, and related services",0.029842629904579532
427,Wired telecommunications carriers,462,Office administrative services,0.0029757003768353663
427,Wired telecommunications carriers,464,Employment services,0.0098039430698897423
427,Wired telecommunications carriers,465,Business support services,0.0025569826065209855
427,Wired telecommunications carriers,466,Travel arrangement and reservation services,0.00036895886219773244
427,Wired telecommunications carriers,467,Investigation and security services,0.0015767974001041352
427,Wired telecommunications carriers,468,Services to buildings,0.0012779994204391576
427,Wired telecommunications carriers,469,Landscape and horticultural services,0.00030226163102445303
427,Wired telecommunications carriers,471,Waste management and remediation services,0.001704788485733022
427,Wired telecommunications carriers,488,Performing arts companies,1.4327767112818322E-05
427,Wired telecommunications carriers,492,"Independent artists, writers, and performers",0.057026423849718455
427,Wired telecommunications carriers,496,Other amusement and recreation industries,0.00026549891101663309
427,Wired telecommunications carriers,497,Fitness and recreational sports centers,0.00016869168909854765
427,Wired telecommunications carriers,499,"Hotels and motels, including casino hotels",0.00038242736823278223
427,Wired telecommunications carriers,500,Other accommodations,2.3893842243136003E-06
427,Wired telecommunications carriers,501,Full-service restaurants,0.0024618226641447416
427,Wired telecommunications carriers,502,Limited-service restaurants,0.001790362556367775
427,Wired telecommunications carriers,503,All other food and drinking places,0.00031031203126013346
427,Wired telecommunications carriers,504,"Automotive repair and maintenance, except car washes",0.0032600268624642936
427,Wired telecommunications carriers,505,Car washes,0.00016310051155192865
427,Wired telecommunications carriers,506,Electronic and precision equipment repair and maintenance,0.00070260871034827366
427,Wired telecommunications carriers,507,Commercial and industrial machinery and equipment repair and maintenance,0.0018697943379948345
427,Wired telecommunications carriers,508,Personal and household goods repair and maintenance,0.0045581777621845898
427,Wired telecommunications carriers,511,Dry-cleaning and laundry services,4.5423535903898679E-05
427,Wired telecommunications carriers,512,Other personal services,0.0015358553082019943
427,Wired telecommunications carriers,515,Business and professional associations,0.00063609088785274159
427,Wired telecommunications carriers,516,Labor and civic organizations,3.322275850517302E-05
427,Wired telecommunications carriers,518,Postal service,0.0012011001542982513
427,Wired telecommunications carriers,5001,Employee Compensation,0.13545294106006622
427,Wired telecommunications carriers,6001,Proprietor Income,0.0070222332142293453
427,Wired telecommunications carriers,7001,Other Property Type Income,0.11471371352672577
427,Wired telecommunications carriers,8001,Tax on Production and Imports,0.2358790785074234
427,Wired telecommunications carriers,11001,Federal Government NonDefense,1.0397059550412223E-05
427,Wired telecommunications carriers,12001,State/Local Govt NonEducation,0.0029372746715017281
427,Wired telecommunications carriers,14002,Inventory Additions/Deletions,2.2562164869217844E-06
427,Wired telecommunications carriers,25001,Foreign Trade,0.17617083737563105
427,Wired telecommunications carriers,28001,Domestic Trade,1.6429034077640756
428,Wireless telecommunications carriers (except satellite),5001,Employee Compensation,0
428,Wireless telecommunications carriers (except satellite),6001,Proprietor Income,0
428,Wireless telecommunications carriers (except satellite),7001,Other Property Type Income,0
428,Wireless telecommunications carriers (except satellite),8001,Tax on Production and Imports,0
429,"Satellite, telecommunications resellers, and all other telecommunications",5001,Employee Compensation,0
429,"Satellite, telecommunications resellers, and all other telecommunications",6001,Proprietor Income,0
429,"Satellite, telecommunications resellers, and all other telecommunications",7001,Other Property Type Income,0
429,"Satellite, telecommunications resellers, and all other telecommunications",8001,Tax on Production and Imports,0
430,"Data processing, hosting, and related services",5001,Employee Compensation,0
430,"Data processing, hosting, and related services",6001,Proprietor Income,0
430,"Data processing, hosting, and related services",7001,Other Property Type Income,0
430,"Data processing, hosting, and related services",8001,Tax on Production and Imports,0
431,"News syndicates, libraries, archives and all other information services",5001,Employee Compensation,0
431,"News syndicates, libraries, archives and all other information services",6001,Proprietor Income,0
431,"News syndicates, libraries, archives and all other information services",7001,Other Property Type Income,0
431,"News syndicates, libraries, archives and all other information services",8001,Tax on Production and Imports,0
432,Internet publishing and broadcasting and web search portals,20,Extraction of natural gas and crude petroleum,7.4079310577010622E-06
432,Internet publishing and broadcasting and web search portals,50,Natural gas distribution,2.4563124785477322E-05
432,Internet publishing and broadcasting and web search portals,62,Maintenance and repair construction of nonresidential structures,0.001520629030763429
432,Internet publishing and broadcasting and web search portals,134,Sawmills,2.636114872339566E-06
432,Internet publishing and broadcasting and web search portals,138,Reconstituted wood product manufacturing,2.2664601968910413E-05
432,Internet publishing and broadcasting and web search portals,145,All other miscellaneous wood product manufacturing,5.9372194676805953E-06
432,Internet publishing and broadcasting and web search portals,154,Printing,0.0032363828877818579
432,Internet publishing and broadcasting and web search portals,180,Polish and other sanitation good manufacturing,2.1731286096994768E-07
432,Internet publishing and broadcasting and web search portals,195,Other plastics product manufacturing,1.0966080320690494E-07
432,Internet publishing and broadcasting and web search portals,236,Handtool manufacturing,3.4475519345178498E-08
432,Internet publishing and broadcasting and web search portals,261,Other fabricated metal manufacturing,2.2616894786934286E-06
432,Internet publishing and broadcasting and web search portals,356,Other motor vehicle parts manufacturing,3.2015417748864532E-10
432,Internet publishing and broadcasting and web search portals,385,Sporting and athletic goods manufacturing,7.2469720132561745E-10
432,Internet publishing and broadcasting and web search portals,395,Wholesale trade,0.0011841491645839253
432,Internet publishing and broadcasting and web search portals,397,Retail - Furniture and home furnishings stores,6.5796260140903303E-06
432,Internet publishing and broadcasting and web search portals,398,Retail - Electronics and appliance stores,1.3465739751293717E-06
432,Internet publishing and broadcasting and web search portals,399,Retail - Building material and garden equipment and supplies stores,3.7379674351766413E-05
432,Internet publishing and broadcasting and web search portals,400,Retail - Food and beverage stores,6.6494115211483858E-05
432,Internet publishing and broadcasting and web search portals,401,Retail - Health and personal care stores,7.6716666292647902E-05
432,Internet publishing and broadcasting and web search portals,402,Retail - Gasoline stores,6.3384801333313603E-05
432,Internet publishing and broadcasting and web search portals,403,Retail - Clothing and clothing accessories stores,3.4208939444637081E-05
432,Internet publishing and broadcasting and web search portals,404,"Retail - Sporting goods, hobby, musical instrument and book stores",1.3290575134325693E-05
432,Internet publishing and broadcasting and web search portals,405,Retail - General merchandise stores,0.00018712517151394867
432,Internet publishing and broadcasting and web search portals,406,Retail - Miscellaneous store retailers,6.1317802682289094E-05
432,Internet publishing and broadcasting and web search portals,407,Retail - Nonstore retailers,0.00021927821161228829
432,Internet publishing and broadcasting and web search portals,411,Truck transportation,0.00028815777220733002
432,Internet publishing and broadcasting and web search portals,412,Transit and ground passenger transportation,0.00055191905319848175
432,Internet publishing and broadcasting and web search portals,414,Scenic and sightseeing transportation and support activities for transportation,0.0040701869420354531
432,Internet publishing and broadcasting and web search portals,415,Couriers and messengers,0.002367712900271407
432,Internet publishing and broadcasting and web search portals,416,Warehousing and storage,0.0001684165345478307
432,Internet publishing and broadcasting and web search portals,417,Newspaper publishers,0.010293185813032291
432,Internet publishing and broadcasting and web search portals,425,Radio and television broadcasting,0.012149055683800092
432,Internet publishing and broadcasting and web search portals,427,Wired telecommunications carriers,0.0020623121113162168
432,Internet publishing and broadcasting and web search portals,432,Internet publishing and broadcasting and web search portals,0.0048273861184633671
432,Internet publishing and broadcasting and web search portals,433,Monetary authorities and depository credit intermediation,0.00065926629886257221
432,Internet publishing and broadcasting and web search portals,434,Nondepository credit intermediation and related activities,0.0001166748398739063
432,Internet publishing and broadcasting and web search portals,437,Insurance carriers,0.00026545537866009238
432,Internet publishing and broadcasting and web search portals,438,"Insurance agencies, brokerages, and related activities",0.00012236770435377752
432,Internet publishing and broadcasting and web search portals,440,Real estate,0.0062811827795037911
432,Internet publishing and broadcasting and web search portals,443,General and consumer goods rental except video tapes and discs,0.0001346967553595025
432,Internet publishing and broadcasting and web search portals,445,Commercial and industrial machinery and equipment rental and leasing,0.0047740398245504634
432,Internet publishing and broadcasting and web search portals,446,Lessors of nonfinancial intangible assets,0.00098963229497400773
432,Internet publishing and broadcasting and web search portals,447,Legal services,0.0032202328325531826
432,Internet publishing and broadcasting and web search portals,448,"Accounting, tax preparation, bookkeeping, and payroll services",0.0045632122797897579
432,Internet publishing and broadcasting and web search portals,449,"Architectural, engineering, and related services",0.00011131364712186308
432,Internet publishing and broadcasting and web search portals,451,Custom computer programming services,5.3104952605753826E-05
432,Internet publishing and broadcasting and web search portals,452,Computer systems design services,3.530315352127467E-05
432,Internet publishing and broadcasting and web search portals,454,Management consulting services,0.0073746434199766786
432,Internet publishing and broadcasting and web search portals,457,"Advertising, public relations, and related services",0.030498005252970417
432,Internet publishing and broadcasting and web search portals,462,Office administrative services,0.0018068714323421775
432,Internet publishing and broadcasting and web search portals,464,Employment services,0.0044350405076254706
432,Internet publishing and broadcasting and web search portals,465,Business support services,0.0007723171243155455
432,Internet publishing and broadcasting and web search portals,466,Travel arrangement and reservation services,9.5918164045213352E-06
432,Internet publishing and broadcasting and web search portals,467,Investigation and security services,0.00063844378376850391
432,Internet publishing and broadcasting and web search portals,468,Services to buildings,0.0012295441872159224
432,Internet publishing and broadcasting and web search portals,469,Landscape and horticultural services,0.00029091656199659553
432,Internet publishing and broadcasting and web search portals,471,Waste management and remediation services,0.00019798135209659826
432,Internet publishing and broadcasting and web search portals,488,Performing arts companies,2.9159743211383451E-06
432,Internet publishing and broadcasting and web search portals,492,"Independent artists, writers, and performers",8.4335909278276423E-05
432,Internet publishing and broadcasting and web search portals,496,Other amusement and recreation industries,8.8002666079439219E-05
432,Internet publishing and broadcasting and web search portals,497,Fitness and recreational sports centers,5.5914804682416844E-05
432,Internet publishing and broadcasting and web search portals,499,"Hotels and motels, including casino hotels",0.00012730412470251043
432,Internet publishing and broadcasting and web search portals,500,Other accommodations,7.9539469653373861E-07
432,Internet publishing and broadcasting and web search portals,501,Full-service restaurants,0.00070956476392555062
432,Internet publishing and broadcasting and web search portals,502,Limited-service restaurants,0.00026671290977160582
432,Internet publishing and broadcasting and web search portals,503,All other food and drinking places,9.3505900675172268E-05
432,Internet publishing and broadcasting and web search portals,504,"Automotive repair and maintenance, except car washes",0.00028976267315722858
432,Internet publishing and broadcasting and web search portals,505,Car washes,1.4496949102357163E-05
432,Internet publishing and broadcasting and web search portals,506,Electronic and precision equipment repair and maintenance,3.9047043176086357E-05
432,Internet publishing and broadcasting and web search portals,507,Commercial and industrial machinery and equipment repair and maintenance,0.0001582378321202671
432,Internet publishing and broadcasting and web search portals,508,Personal and household goods repair and maintenance,0.00021291258663897784
432,Internet publishing and broadcasting and web search portals,515,Business and professional associations,0.00013155887951430811
432,Internet publishing and broadcasting and web search portals,516,Labor and civic organizations,3.3952361736064134E-05
432,Internet publishing and broadcasting and web search portals,518,Postal service,0.0025814836807633579
432,Internet publishing and broadcasting and web search portals,5001,Employee Compensation,0
432,Internet publishing and broadcasting and web search portals,6001,Proprietor Income,0.0044418210163712502
432,Internet publishing and broadcasting and web search portals,7001,Other Property Type Income,0
432,Internet publishing and broadcasting and web search portals,8001,Tax on Production and Imports,0.0043918821029365063
432,Internet publishing and broadcasting and web search portals,11001,Federal Government NonDefense,3.7425070511566549E-07
432,Internet publishing and broadcasting and web search portals,12001,State/Local Govt NonEducation,0.00031902419515661721
432,Internet publishing and broadcasting and web search portals,14002,Inventory Additions/Deletions,4.1949733073449622E-07
432,Internet publishing and broadcasting and web search portals,25001,Foreign Trade,0.016995083417149934
432,Internet publishing and broadcasting and web search portals,28001,Domestic Trade,0.17097127942174034
433,Monetary authorities and depository credit intermediation,20,Extraction of natural gas and crude petroleum,0.00035987015552747803
433,Monetary authorities and depository credit intermediation,50,Natural gas distribution,0.0039107231274834731
433,Monetary authorities and depository credit intermediation,62,Maintenance and repair construction of nonresidential structures,0.20933661901684886
433,Monetary authorities and depository credit intermediation,138,Reconstituted wood product manufacturing,1.8297717664720939E-08
433,Monetary authorities and depository credit intermediation,145,All other miscellaneous wood product manufacturing,0.00028649937802152289
433,Monetary authorities and depository credit intermediation,154,Printing,0.013237522976625726
433,Monetary authorities and depository credit intermediation,180,Polish and other sanitation good manufacturing,1.1232716193647319E-06
433,Monetary authorities and depository credit intermediation,195,Other plastics product manufacturing,2.7010565348197131E-06
433,Monetary authorities and depository credit intermediation,236,Handtool manufacturing,1.1241649489437858E-08
433,Monetary authorities and depository credit intermediation,261,Other fabricated metal manufacturing,1.8512614591067317E-05
433,Monetary authorities and depository credit intermediation,278,Industrial mold manufacturing,5.3028448934833022E-08
433,Monetary authorities and depository credit intermediation,282,Rolling mill and other metalworking machinery manufacturing,3.3752243884897098E-07
433,Monetary authorities and depository credit intermediation,346,Motor vehicle body manufacturing,6.0744208179473117E-09
433,Monetary authorities and depository credit intermediation,356,Other motor vehicle parts manufacturing,1.3062576990137843E-05
433,Monetary authorities and depository credit intermediation,378,Blind and shade manufacturing,7.5462531169867466E-07
433,Monetary authorities and depository credit intermediation,385,Sporting and athletic goods manufacturing,1.8238282174071039E-07
433,Monetary authorities and depository credit intermediation,395,Wholesale trade,0.0043259718597069008
433,Monetary authorities and depository credit intermediation,396,Retail - Motor vehicle and parts dealers,0.00051978336427813826
433,Monetary authorities and depository credit intermediation,397,Retail - Furniture and home furnishings stores,4.5885882555417486E-05
433,Monetary authorities and depository credit intermediation,398,Retail - Electronics and appliance stores,9.3909192399254608E-06
433,Monetary authorities and depository credit intermediation,399,Retail - Building material and garden equipment and supplies stores,0.00026068340813501303
433,Monetary authorities and depository credit intermediation,400,Retail - Food and beverage stores,0.00034150338826970106
433,Monetary authorities and depository credit intermediation,401,Retail - Health and personal care stores,0.00053501702974780019
433,Monetary authorities and depository credit intermediation,402,Retail - Gasoline stores,0.00044204146498132146
433,Monetary authorities and depository credit intermediation,403,Retail - Clothing and clothing accessories stores,0.00023857091805280783
433,Monetary authorities and depository credit intermediation,404,"Retail - Sporting goods, hobby, musical instrument and book stores",9.2687604289522219E-05
433,Monetary authorities and depository credit intermediation,405,Retail - General merchandise stores,0.0012813940933482232
433,Monetary authorities and depository credit intermediation,406,Retail - Miscellaneous store retailers,0.00042762636499552725
433,Monetary authorities and depository credit intermediation,407,Retail - Nonstore retailers,0.0015292320253183778
433,Monetary authorities and depository credit intermediation,411,Truck transportation,0.00030050218068521789
433,Monetary authorities and depository credit intermediation,412,Transit and ground passenger transportation,0.022794666001553221
433,Monetary authorities and depository credit intermediation,413,Pipeline transportation,4.4867266857552416E-06
433,Monetary authorities and depository credit intermediation,414,Scenic and sightseeing transportation and support activities for transportation,0.0061371537170079593
433,Monetary authorities and depository credit intermediation,415,Couriers and messengers,0.0035971573122739464
433,Monetary authorities and depository credit intermediation,417,Newspaper publishers,0.041405219828944961
433,Monetary authorities and depository credit intermediation,425,Radio and television broadcasting,0.05095234028892115
433,Monetary authorities and depository credit intermediation,427,Wired telecommunications carriers,0.0046474423319858849
433,Monetary authorities and depository credit intermediation,432,Internet publishing and broadcasting and web search portals,0.006899501598448543
433,Monetary authorities and depository credit intermediation,433,Monetary authorities and depository credit intermediation,0.58198187726066664
433,Monetary authorities and depository credit intermediation,434,Nondepository credit intermediation and related activities,0.067138857369073435
433,Monetary authorities and depository credit intermediation,437,Insurance carriers,0.0027353461783685695
433,Monetary authorities and depository credit intermediation,438,"Insurance agencies, brokerages, and related activities",0.00054466656471477415
433,Monetary authorities and depository credit intermediation,440,Real estate,0.013532700708578371
433,Monetary authorities and depository credit intermediation,443,General and consumer goods rental except video tapes and discs,0.00021835800245286266
433,Monetary authorities and depository credit intermediation,445,Commercial and industrial machinery and equipment rental and leasing,3.7338154758863751E-05
433,Monetary authorities and depository credit intermediation,446,Lessors of nonfinancial intangible assets,0.009263442164971214
433,Monetary authorities and depository credit intermediation,447,Legal services,0.022938760910771183
